id,visitor_id,user_id,timestamp,event_type,product_id,order_id_for_refund,is_recommended
158,,79,2026-01-01T00:00:00,add_to_cart,158,,no
159,visitor_80,,2026-01-01T00:00:00,delete_from_cart,159,,no
160,,80,2026-01-01T00:00:00,quantity,160,,yes
161,visitor_81,,2026-01-01T00:00:00,transaction,161,,no
162,,81,2026-01-01T00:00:00,refund_request,,27,no
163,visitor_82,,2026-01-01T00:00:00,view,163,,no
164,,82,2026-01-01T00:00:00,add_to_cart,164,,yes
165,visitor_83,,2026-01-01T00:00:00,delete_from_cart,165,,no
166,,83,2026-01-01T00:00:00,quantity,166,,no
167,visitor_84,,2026-01-01T00:00:00,transaction,167,,no
168,,84,2026-01-01T00:00:00,refund_request,,28,no
169,visitor_85,,2026-01-01T00:00:00,view,169,,no
170,,85,2026-01-01T00:00:00,add_to_cart,170,,yes
171,visitor_86,,2026-01-01T00:00:00,delete_from_cart,171,,no
172,,86,2026-01-01T00:00:00,quantity,172,,no
173,visitor_87,,2026-01-01T00:00:00,transaction,173,,no
174,,87,2026-01-01T00:00:00,refund_request,,29,no
175,visitor_88,,2026-01-01T00:00:00,view,175,,no
176,,88,2026-01-01T00:00:00,add_to_cart,176,,no
177,visitor_89,,2026-01-01T00:00:00,delete_from_cart,177,,no
178,,89,2026-01-01T00:00:00,quantity,178,,no
179,visitor_90,,2026-01-01T00:00:00,transaction,179,,yes
180,,90,2026-01-01T00:00:00,refund_request,,30,yes
181,visitor_91,,2026-01-01T00:00:00,view,181,,no
182,,91,2026-01-01T00:00:00,add_to_cart,182,,no
183,visitor_92,,2026-01-01T00:00:00,delete_from_cart,183,,no
184,,92,2026-01-01T00:00:00,quantity,184,,yes
185,visitor_93,,2026-01-01T00:00:00,transaction,185,,yes
186,,93,2026-01-01T00:00:00,refund_request,,31,no
187,visitor_94,,2026-01-01T00:00:00,view,187,,no
188,,94,2026-01-01T00:00:00,add_to_cart,188,,no
189,visitor_95,,2026-01-01T00:00:00,delete_from_cart,189,,no
190,,95,2026-01-01T00:00:00,quantity,190,,yes
191,visitor_96,,2026-01-01T00:00:00,transaction,191,,no
192,,96,2026-01-01T00:00:00,refund_request,,32,no
193,visitor_97,,2026-01-01T00:00:00,view,193,,no
194,,97,2026-01-01T00:00:00,add_to_cart,194,,no
195,visitor_98,,2026-01-01T00:00:00,delete_from_cart,195,,yes
196,,98,2026-01-01T00:00:00,quantity,196,,no
197,visitor_99,,2026-01-01T00:00:00,transaction,197,,no
198,,99,2026-01-01T00:00:00,refund_request,,33,no
199,visitor_100,,2026-01-01T00:00:00,view,199,,no
200,,100,2026-01-01T00:00:00,add_to_cart,200,,yes
201,visitor_101,,2026-01-01T00:00:00,delete_from_cart,201,,no
202,,101,2026-01-01T00:00:00,quantity,202,,no
203,visitor_102,,2026-01-01T00:00:00,transaction,203,,no
204,,102,2026-01-01T00:00:00,refund_request,,34,no
205,visitor_103,,2026-01-01T00:00:00,view,205,,no
206,,103,2026-01-01T00:00:00,add_to_cart,206,,no
207,visitor_104,,2026-01-01T00:00:00,delete_from_cart,207,,no
208,,104,2026-01-01T00:00:00,quantity,208,,yes
209,visitor_105,,2026-01-01T00:00:00,transaction,209,,no
210,,105,2026-01-01T00:00:00,refund_request,,35,yes
211,visitor_106,,2026-01-01T00:00:00,view,211,,no
212,,106,2026-01-01T00:00:00,add_to_cart,212,,no
213,visitor_107,,2026-01-01T00:00:00,delete_from_cart,213,,no
214,,107,2026-01-01T00:00:00,quantity,214,,no
215,visitor_108,,2026-01-01T00:00:00,transaction,215,,yes
216,,108,2026-01-01T00:00:00,refund_request,,36,no
217,visitor_109,,2026-01-01T00:00:00,view,217,,no
218,,109,2026-01-01T00:00:00,add_to_cart,218,,no
219,visitor_110,,2026-01-01T00:00:00,delete_from_cart,219,,no
220,,110,2026-01-01T00:00:00,quantity,220,,yes
221,visitor_111,,2026-01-01T00:00:00,transaction,221,,no
222,,111,2026-01-01T00:00:00,refund_request,,37,no
223,visitor_112,,2026-01-01T00:00:00,view,223,,no
224,,112,2026-01-01T00:00:00,add_to_cart,224,,yes
225,visitor_113,,2026-01-01T00:00:00,delete_from_cart,225,,yes
226,,113,2026-01-01T00:00:00,quantity,226,,no
227,visitor_114,,2026-01-01T00:00:00,transaction,227,,no
228,,114,2026-01-01T00:00:00,refund_request,,38,no
229,visitor_115,,2026-01-01T00:00:00,view,229,,no
230,,115,2026-01-01T00:00:00,add_to_cart,230,,yes
231,visitor_116,,2026-01-01T00:00:00,delete_from_cart,231,,no
232,,116,2026-01-01T00:00:00,quantity,232,,no
233,visitor_117,,2026-01-01T00:00:00,transaction,233,,no
234,,117,2026-01-01T00:00:00,refund_request,,39,no
235,visitor_118,,2026-01-01T00:00:00,view,235,,no
236,,118,2026-01-01T00:00:00,add_to_cart,236,,no
237,visitor_119,,2026-01-01T00:00:00,delete_from_cart,237,,no
238,,119,2026-01-01T00:00:00,quantity,238,,no
239,visitor_120,,2026-01-01T00:00:00,transaction,239,,yes
240,,120,2026-01-01T00:00:00,refund_request,,40,yes
241,visitor_121,,2026-01-01T00:00:00,view,241,,no
242,,121,2026-01-01T00:00:00,add_to_cart,242,,no
243,visitor_122,,2026-01-01T00:00:00,delete_from_cart,243,,no
244,,122,2026-01-01T00:00:00,quantity,244,,yes
245,visitor_123,,2026-01-01T00:00:00,transaction,245,,yes
246,,123,2026-01-01T00:00:00,refund_request,,41,no
247,visitor_124,,2026-01-01T00:00:00,view,247,,no
248,,124,2026-01-01T00:00:00,add_to_cart,248,,no
249,visitor_125,,2026-01-01T00:00:00,delete_from_cart,249,,no
250,,125,2026-01-01T00:00:00,quantity,250,,yes
251,visitor_126,,2026-01-01T00:00:00,transaction,251,,no
252,,126,2026-01-01T00:00:00,refund_request,,42,no
253,visitor_127,,2026-01-01T00:00:00,view,253,,no
254,,127,2026-01-01T00:00:00,add_to_cart,254,,no
255,visitor_128,,2026-01-01T00:00:00,delete_from_cart,255,,yes
256,,128,2026-01-01T00:00:00,quantity,256,,no
257,visitor_129,,2026-01-01T00:00:00,transaction,257,,no
258,,129,2026-01-01T00:00:00,refund_request,,43,no
259,visitor_130,,2026-01-01T00:00:00,view,259,,no
260,,130,2026-01-01T00:00:00,add_to_cart,260,,yes
261,visitor_131,,2026-01-01T00:00:00,delete_from_cart,261,,no
262,,131,2026-01-01T00:00:00,quantity,262,,no
263,visitor_132,,2026-01-01T00:00:00,transaction,263,,no
264,,132,2026-01-01T00:00:00,refund_request,,44,no
265,visitor_133,,2026-01-01T00:00:00,view,265,,no
266,,133,2026-01-01T00:00:00,add_to_cart,266,,no
267,visitor_134,,2026-01-01T00:00:00,delete_from_cart,267,,no
268,,134,2026-01-01T00:00:00,quantity,268,,yes
269,visitor_135,,2026-01-01T00:00:00,transaction,269,,no
270,,135,2026-01-01T00:00:00,refund_request,,45,yes
271,visitor_136,,2026-01-01T00:00:00,view,271,,no
272,,136,2026-01-01T00:00:00,add_to_cart,272,,no
273,visitor_137,,2026-01-01T00:00:00,delete_from_cart,273,,no
274,,137,2026-01-01T00:00:00,quantity,274,,no
275,visitor_138,,2026-01-01T00:00:00,transaction,275,,yes
276,,138,2026-01-01T00:00:00,refund_request,,46,no
277,visitor_139,,2026-01-01T00:00:00,view,277,,no
278,,139,2026-01-01T00:00:00,add_to_cart,278,,no
279,visitor_140,,2026-01-01T00:00:00,delete_from_cart,279,,no
280,,140,2026-01-01T00:00:00,quantity,280,,yes
281,visitor_141,,2026-01-01T00:00:00,transaction,281,,no
282,,141,2026-01-01T00:00:00,refund_request,,47,no
283,visitor_142,,2026-01-01T00:00:00,view,283,,no
284,,142,2026-01-01T00:00:00,add_to_cart,284,,yes
285,visitor_143,,2026-01-01T00:00:00,delete_from_cart,285,,yes
286,,143,2026-01-01T00:00:00,quantity,286,,no
287,visitor_144,,2026-01-01T00:00:00,transaction,287,,no
288,,144,2026-01-01T00:00:00,refund_request,,48,no
289,visitor_145,,2026-01-01T00:00:00,view,289,,no
290,,145,2026-01-01T00:00:00,add_to_cart,290,,yes
291,visitor_146,,2026-01-01T00:00:00,delete_from_cart,291,,no
292,,146,2026-01-01T00:00:00,quantity,292,,no
293,visitor_147,,2026-01-01T00:00:00,transaction,293,,no
294,,147,2026-01-01T00:00:00,refund_request,,49,no
295,visitor_148,,2026-01-01T00:00:00,view,295,,no
296,,148,2026-01-01T00:00:00,add_to_cart,296,,no
297,visitor_149,,2026-01-01T00:00:00,delete_from_cart,297,,no
298,,149,2026-01-01T00:00:00,quantity,298,,no
299,visitor_150,,2026-01-01T00:00:00,transaction,299,,yes
300,,150,2026-01-01T00:00:00,refund_request,,50,yes
301,visitor_151,,2026-01-01T00:00:00,view,301,,no
302,,151,2026-01-01T00:00:00,add_to_cart,302,,no
303,visitor_152,,2026-01-01T00:00:00,delete_from_cart,303,,no
304,,152,2026-01-01T00:00:00,quantity,304,,yes
305,visitor_153,,2026-01-01T00:00:00,transaction,305,,yes
306,,153,2026-01-01T00:00:00,refund_request,,51,no
307,visitor_154,,2026-01-01T00:00:00,view,307,,no
308,,154,2026-01-01T00:00:00,add_to_cart,308,,no
309,visitor_155,,2026-01-01T00:00:00,delete_from_cart,309,,no
310,,155,2026-01-01T00:00:00,quantity,310,,yes
311,visitor_156,,2026-01-01T00:00:00,transaction,311,,no
312,,156,2026-01-01T00:00:00,refund_request,,52,no
313,visitor_157,,2026-01-01T00:00:00,view,313,,no
314,,157,2026-01-01T00:00:00,add_to_cart,314,,no
315,visitor_158,,2026-01-01T00:00:00,delete_from_cart,315,,yes
316,,158,2026-01-01T00:00:00,quantity,316,,no
317,visitor_159,,2026-01-01T00:00:00,transaction,317,,no
318,,159,2026-01-01T00:00:00,refund_request,,53,no
319,visitor_160,,2026-01-01T00:00:00,view,319,,no
320,,160,2026-01-01T00:00:00,add_to_cart,320,,yes
321,visitor_161,,2026-01-01T00:00:00,delete_from_cart,321,,no
322,,161,2026-01-01T00:00:00,quantity,322,,no
323,visitor_162,,2026-01-01T00:00:00,transaction,323,,no
324,,162,2026-01-01T00:00:00,refund_request,,54,no
325,visitor_163,,2026-01-01T00:00:00,view,325,,no
326,,163,2026-01-01T00:00:00,add_to_cart,326,,no
327,visitor_164,,2026-01-01T00:00:00,delete_from_cart,327,,no
328,,164,2026-01-01T00:00:00,quantity,328,,yes
329,visitor_165,,2026-01-01T00:00:00,transaction,329,,no
330,,165,2026-01-01T00:00:00,refund_request,,55,yes
331,visitor_166,,2026-01-01T00:00:00,view,331,,no
332,,166,2026-01-01T00:00:00,add_to_cart,332,,no
333,visitor_167,,2026-01-01T00:00:00,delete_from_cart,333,,no
334,,167,2026-01-01T00:00:00,quantity,334,,no
335,visitor_168,,2026-01-01T00:00:00,transaction,335,,yes
336,,168,2026-01-01T00:00:00,refund_request,,56,no
337,visitor_169,,2026-01-01T00:00:00,view,337,,no
338,,169,2026-01-01T00:00:00,add_to_cart,338,,no
339,visitor_170,,2026-01-01T00:00:00,delete_from_cart,339,,no
340,,170,2026-01-01T00:00:00,quantity,340,,yes
341,visitor_171,,2026-01-01T00:00:00,transaction,341,,no
342,,171,2026-01-01T00:00:00,refund_request,,57,no
343,visitor_172,,2026-01-01T00:00:00,view,343,,no
344,,172,2026-01-01T00:00:00,add_to_cart,344,,yes
345,visitor_173,,2026-01-01T00:00:00,delete_from_cart,345,,yes
346,,173,2026-01-01T00:00:00,quantity,346,,no
347,visitor_174,,2026-01-01T00:00:00,transaction,347,,no
348,,174,2026-01-01T00:00:00,refund_request,,58,no
349,visitor_175,,2026-01-01T00:00:00,view,349,,no
350,,175,2026-01-01T00:00:00,add_to_cart,350,,yes
351,visitor_176,,2026-01-01T00:00:00,delete_from_cart,351,,no
352,,176,2026-01-01T00:00:00,quantity,352,,no
353,visitor_177,,2026-01-01T00:00:00,transaction,353,,no
354,,177,2026-01-01T00:00:00,refund_request,,59,no
355,visitor_178,,2026-01-01T00:00:00,view,355,,no
356,,178,2026-01-01T00:00:00,add_to_cart,356,,no
357,visitor_179,,2026-01-01T00:00:00,delete_from_cart,357,,no
358,,179,2026-01-01T00:00:00,quantity,358,,no
359,visitor_180,,2026-01-01T00:00:00,transaction,359,,yes
360,,180,2026-01-01T00:00:00,refund_request,,60,yes
361,visitor_181,,2026-01-01T00:00:00,view,361,,no
362,,181,2026-01-01T00:00:00,add_to_cart,362,,no
363,visitor_182,,2026-01-01T00:00:00,delete_from_cart,363,,no
364,,182,2026-01-01T00:00:00,quantity,364,,yes
365,visitor_183,,2026-01-01T00:00:00,transaction,365,,yes
366,,183,2026-01-01T00:00:00,refund_request,,61,no
367,visitor_184,,2026-01-01T00:00:00,view,367,,no
368,,184,2026-01-01T00:00:00,add_to_cart,368,,no
369,visitor_185,,2026-01-01T00:00:00,delete_from_cart,369,,no
370,,185,2026-01-01T00:00:00,quantity,370,,yes
371,visitor_186,,2026-01-01T00:00:00,transaction,371,,no
372,,186,2026-01-01T00:00:00,refund_request,,62,no
373,visitor_187,,2026-01-01T00:00:00,view,373,,no
374,,187,2026-01-01T00:00:00,add_to_cart,374,,no
375,visitor_188,,2026-01-01T00:00:00,delete_from_cart,375,,yes
376,,188,2026-01-01T00:00:00,quantity,376,,no
377,visitor_189,,2026-01-01T00:00:00,transaction,377,,no
378,,189,2026-01-01T00:00:00,refund_request,,63,no
379,visitor_190,,2026-01-01T00:00:00,view,379,,no
380,,190,2026-01-01T00:00:00,add_to_cart,380,,yes
381,visitor_191,,2026-01-01T00:00:00,delete_from_cart,381,,no
382,,191,2026-01-01T00:00:00,quantity,382,,no
383,visitor_192,,2026-01-01T00:00:00,transaction,383,,no
384,,192,2026-01-01T00:00:00,refund_request,,64,no
385,visitor_193,,2026-01-01T00:00:00,view,385,,no
386,,193,2026-01-01T00:00:00,add_to_cart,386,,no
387,visitor_194,,2026-01-01T00:00:00,delete_from_cart,387,,no
388,,194,2026-01-01T00:00:00,quantity,388,,yes
389,visitor_195,,2026-01-01T00:00:00,transaction,389,,no
390,,195,2026-01-01T00:00:00,refund_request,,65,yes
391,visitor_196,,2026-01-01T00:00:00,view,391,,no
392,,196,2026-01-01T00:00:00,add_to_cart,392,,no
393,visitor_197,,2026-01-01T00:00:00,delete_from_cart,393,,no
394,,197,2026-01-01T00:00:00,quantity,394,,no
395,visitor_198,,2026-01-01T00:00:00,transaction,395,,yes
396,,198,2026-01-01T00:00:00,refund_request,,66,no
397,visitor_199,,2026-01-01T00:00:00,view,397,,no
398,,199,2026-01-01T00:00:00,add_to_cart,398,,no
399,visitor_200,,2026-01-01T00:00:00,delete_from_cart,399,,no
400,,200,2026-01-01T00:00:00,quantity,400,,yes
401,visitor_201,,2026-01-01T00:00:00,transaction,401,,yes
402,,201,2026-01-01T00:00:00,refund_request,,67,no
403,visitor_202,,2026-01-01T00:00:00,view,403,,no
404,,202,2026-01-01T00:00:00,add_to_cart,404,,yes
405,visitor_203,,2026-01-01T00:00:00,delete_from_cart,405,,yes
406,,203,2026-01-01T00:00:00,quantity,406,,no
407,visitor_204,,2026-01-01T00:00:00,transaction,407,,no
408,,204,2026-01-01T00:00:00,refund_request,,68,no
409,visitor_205,,2026-01-01T00:00:00,view,409,,no
410,,205,2026-01-01T00:00:00,add_to_cart,410,,yes
411,visitor_206,,2026-01-01T00:00:00,delete_from_cart,411,,no
412,,206,2026-01-01T00:00:00,quantity,412,,no
413,visitor_207,,2026-01-01T00:00:00,transaction,413,,no
414,,207,2026-01-01T00:00:00,refund_request,,69,no
415,visitor_208,,2026-01-01T00:00:00,view,415,,no
416,,208,2026-01-01T00:00:00,add_to_cart,416,,no
417,visitor_209,,2026-01-01T00:00:00,delete_from_cart,417,,no
418,,209,2026-01-01T00:00:00,quantity,418,,no
419,visitor_210,,2026-01-01T00:00:00,transaction,419,,yes
420,,210,2026-01-01T00:00:00,refund_request,,70,yes
421,visitor_211,,2026-01-01T00:00:00,view,421,,no
422,,211,2026-01-01T00:00:00,add_to_cart,422,,no
423,visitor_212,,2026-01-01T00:00:00,delete_from_cart,423,,no
424,,212,2026-01-01T00:00:00,quantity,424,,yes
425,visitor_213,,2026-01-01T00:00:00,transaction,425,,yes
426,,213,2026-01-01T00:00:00,refund_request,,71,no
427,visitor_214,,2026-01-01T00:00:00,view,427,,no
428,,214,2026-01-01T00:00:00,add_to_cart,428,,no
429,visitor_215,,2026-01-01T00:00:00,delete_from_cart,429,,no
430,,215,2026-01-01T00:00:00,quantity,430,,yes
431,visitor_216,,2026-01-01T00:00:00,transaction,431,,no
432,,216,2026-01-01T00:00:00,refund_request,,72,no
433,visitor_217,,2026-01-01T00:00:00,view,433,,no
434,,217,2026-01-01T00:00:00,add_to_cart,434,,no
435,visitor_218,,2026-01-01T00:00:00,delete_from_cart,435,,yes
436,,218,2026-01-01T00:00:00,quantity,436,,no
437,visitor_219,,2026-01-01T00:00:00,transaction,437,,no
438,,219,2026-01-01T00:00:00,refund_request,,73,no
439,visitor_220,,2026-01-01T00:00:00,view,439,,no
440,,220,2026-01-01T00:00:00,add_to_cart,440,,yes
441,visitor_221,,2026-01-01T00:00:00,delete_from_cart,441,,no
442,,221,2026-01-01T00:00:00,quantity,442,,no
443,visitor_222,,2026-01-01T00:00:00,transaction,443,,no
444,,222,2026-01-01T00:00:00,refund_request,,74,no
445,visitor_223,,2026-01-01T00:00:00,view,445,,no
446,,223,2026-01-01T00:00:00,add_to_cart,446,,no
447,visitor_224,,2026-01-01T00:00:00,delete_from_cart,447,,no
448,,224,2026-01-01T00:00:00,quantity,448,,yes
449,visitor_225,,2026-01-01T00:00:00,transaction,449,,no
450,,225,2026-01-01T00:00:00,refund_request,,75,yes
451,visitor_226,,2026-01-01T00:00:00,view,451,,no
452,,226,2026-01-01T00:00:00,add_to_cart,452,,no
453,visitor_227,,2026-01-01T00:00:00,delete_from_cart,453,,no
454,,227,2026-01-01T00:00:00,quantity,454,,no
455,visitor_228,,2026-01-01T00:00:00,transaction,455,,yes
456,,228,2026-01-01T00:00:00,refund_request,,76,no
457,visitor_229,,2026-01-01T00:00:00,view,457,,no
458,,229,2026-01-01T00:00:00,add_to_cart,458,,no
459,visitor_230,,2026-01-01T00:00:00,delete_from_cart,459,,no
460,,230,2026-01-01T00:00:00,quantity,460,,yes
